0;1;1;0
1;4;1;0
4;0;1;0
0;2;1;1
2;3;1;1
3;0;1;1
1;31;1;2
31;33;1;2
33;51;1;2
51;40;1;2
40;38;1;2
38;37;1;2
37;54;1;2
54;41;1;2
41;1;1;2
2;58;1;3
58;66;1;3
66;57;1;3
57;75;1;3
75;68;1;3
68;67;1;3
67;63;1;3
63;2;1;3
3;8;1;4
8;27;1;4
27;22;1;4
22;25;1;4
25;16;1;4
16;24;1;4
24;3;1;4
3;26;1;5
26;10;1;5
10;19;1;5
19;74;1;5
74;13;1;5
13;12;1;5
12;18;1;5
18;15;1;5
15;3;1;5
1;49;1;6
49;47;1;6
47;50;1;6
50;35;1;6
35;42;1;6
42;52;1;6
52;1;1;6
1;55;1;7
55;45;1;7
45;43;1;7
43;48;1;7
48;32;1;7
32;1;1;7
1;39;1;8
39;44;1;8
44;34;1;8
34;53;1;8
53;46;1;8
46;1;1;8
2;77;1;9
77;70;1;9
70;61;1;9
61;69;1;9
69;80;1;9
80;72;1;9
72;2;1;9
3;17;1;10
17;30;1;10
30;6;1;10
6;9;1;10
9;29;1;10
29;11;1;10
11;3;1;10
4;96;1;11
96;105;1;11
105;87;1;11
87;95;1;11
95;84;1;11
84;104;1;11
104;89;1;11
89;4;1;11
4;83;1;12
83;97;1;12
97;81;1;12
81;90;1;12
90;82;1;12
82;100;1;12
100;93;1;12
93;36;1;12
36;4;1;12
4;98;1;13
98;101;1;13
101;94;1;13
94;86;1;13
86;85;1;13
85;88;1;13
88;102;1;13
102;91;1;13
91;4;1;13
2;56;1;14
56;71;1;14
71;73;1;14
73;60;1;14
60;65;1;14
65;79;1;14
79;64;1;14
64;2;1;14
3;28;1;15
28;21;1;15
21;20;1;15
20;14;1;15
14;23;1;15
23;7;1;15
7;3;1;15
4;59;1;16
59;76;1;16
76;78;1;16
78;62;1;16
62;99;1;16
99;103;1;16
103;92;1;16
92;4;1;16
