0;2;1;0
2;0;1;0
0;5;1;1
5;0;1;1
2;9;1;2
9;15;1;2
15;18;1;2
18;14;1;2
14;2;1;2
2;103;1;3
103;79;1;3
79;34;1;3
34;90;1;3
90;2;1;3
2;100;1;4
100;105;1;4
105;82;1;4
82;89;1;4
89;2;1;4
2;76;1;5
76;86;1;5
86;73;1;5
73;99;1;5
99;66;1;5
66;2;1;5
2;97;1;6
97;92;1;6
92;71;1;6
71;98;1;6
98;94;1;6
94;2;1;6
2;33;1;7
33;27;1;7
27;17;1;7
17;35;1;7
35;2;1;7
5;56;1;8
56;62;1;8
62;61;1;8
61;59;1;8
59;5;1;8
5;26;1;9
26;28;1;9
28;10;1;9
10;24;1;9
24;13;1;9
13;5;1;9
5;47;1;10
47;5;1;10
2;91;1;11
91;83;1;11
83;80;1;11
80;101;1;11
101;2;1;11
2;104;1;12
104;74;1;12
74;68;1;12
68;81;1;12
81;2;1;12
2;96;1;13
96;72;1;13
72;93;1;13
93;84;1;13
84;2;1;13
2;85;1;14
85;87;1;14
87;88;1;14
88;69;1;14
69;75;1;14
75;2;1;14
2;22;1;15
22;29;1;15
29;31;1;15
31;20;1;15
20;2;1;15
5;16;1;16
16;23;1;16
23;8;1;16
8;25;1;16
25;5;1;16
5;50;1;17
50;41;1;17
41;77;1;17
77;95;1;17
95;5;1;17
5;55;1;18
55;63;1;18
63;38;1;18
38;64;1;18
64;5;1;18
5;58;1;19
58;48;1;19
48;40;1;19
40;60;1;19
60;49;1;19
49;5;1;19
2;67;1;20
67;78;1;20
78;70;1;20
70;102;1;20
102;2;1;20
5;57;1;21
57;39;1;21
39;46;1;21
46;36;1;21
36;5;1;21
5;7;1;22
7;19;1;22
19;21;1;22
21;6;1;22
6;32;1;22
32;5;1;22
5;37;1;23
37;54;1;23
54;65;1;23
65;45;1;23
45;5;1;23
5;42;1;24
42;44;1;24
44;51;1;24
51;53;1;24
53;52;1;24
52;5;1;24
5;11;1;25
11;30;1;25
30;12;1;25
12;43;1;25
43;5;1;25
